Incident Number,Cause number,Cause Description,Cause type,Risk Management Cause,Human Factors  Cause, Failed PSM Framework Element
MR-6F927ADA24,2,Prior to rig personnel entering and accessing inside the driller's BOP control panel the OIM was not notified and a proper JSA and risk assessment was not conducted and a permit to work was not issued. Also Anadarko/ENSCO received the Engineering Bulletin (EB) 11-011 in early December and did not properly communicate the information with the rig and follow its safety recommendations during the troubleshooting of the panel.,Underlying,,,
MR-5455537EDE,1,Unsecured grating (Loose Grating Clips),Immediate,,,
MR-5455537EDE,2,Failure to identify hazards - Employees failed hanging piece was secure before accessing. No this was scheduled to be a site survey.,Underlying,,,
MR-78B0D91D15,1,Water build-up in the breaker broke down the insulation between phase A and phase B. This resulted in an arc flash caused by a short between the two phases.,Immediate,,,
MR-78B0D91D15,2,The water build-up was due to a loose cable gland connection. This loose cable gland connector allowed water to enter into the junction box and migrate by gravity feed to the Topside Control Center breaker enclosure through the void inside the power breakers.,Underlying,,,
MR-78B0D91D15,3,Water build-up in the breaker broke down the insulation between phase A and phase B. This resulted in an arc flash caused by a short between the two phases.,Root,,,
MR-AFEB2154F1,1,"After talking with Apache personnel, Island Operating personnel, and other personnel, and after visiting the platform, seeing the floodlight, the crane, and the site of the accident, the MMS inspector believes the two rubber mounts that connected the floodlight and the swivel and also supported the weight of the floodlight was a contributing cause of the accident. Another contributing cause may have been that the floodlight was hung on the wrong spot on the boom and was hit by the main block. The crane was built in 1981 for Arco by American Aero, and at least one floodlight was installed on the crane when it was built. This information was obtained from Energy Crane, the company who bought American Aero. The rubber shock mounts were made by Rig-A-Lite. The engineer manager for Rig-A-Lite said they stopped making the mounts about ten years ago, and they were not designed to be used on a crane boom, only for stationary use. The rubber mounts were probably used for too long of a period of time and failed to hold the floodlight due to deterioration. One of the rubber mounts looked very deteriorated. The engineer manager sent the MMS Inspector (Bernie Fink) a drawing of the mount, but said he could not find any specifics about the rubber mounts. The floodlight that fell was also hung on the boom in the same area where the main block is kept when it is not being used. The boom was in a very high position, at the point where the override for the boom stop would need to be used to go higher. With the boom in this position , the main block could have hit the floodlight if the operator had not adjusted the block. The crane operator said he did not think the main block hit the floodlight. Based on the condition of the materials that were holding the floodlights and the fact that the floodlights were removed and re-installed by a crane inspector in March, 2005, to change out the two top sections of the boom; it was obvious to the MMS inspector that at least one of the rubber shock mounts should have been changed out due to the corrosion of the nut and bolt that held the mount to the swivel,and also considering the deterioration that could be seen on the rubber which was probably worse that the corroded nut. Additionally, the outside ring that held the swivel in place on the other floodlight was not there. A nut and a bolt was used, which would eventually be worn into by the swivel, because the swivel was not properly installed. The crane mechanic, in the opinion of the inspector, did not do a good job in maintaining the materials used to hold the floodlight and should not have hung the floodlight in the same area that the main hoist normally hangs when not being used.",Immediate,,,
MR-AFEB2154F1,2,Human error and equipment failure.,Underlying,,,
MR-AFEB2154F1,3,"After talking with Apache personnel, Island Operating personnel, and other personnel, and after visiting the platform, seeing the floodlight, the crane, and the site of the accident, the MMS inspector believes the two rubber mounts that connected the floodlight and the swivel and also supported the weight of the floodlight was a contributing cause of the accident. Another contributing cause may have been that the floodlight was hung on the wrong spot on the boom and was hit by the main block. The crane was built in 1981 for Arco by American Aero, and at least one floodlight was installed on the crane when it was built. This information was obtained from Energy Crane, the company who bought American Aero. The rubber shock mounts were made by Rig-A-Lite. The engineer manager for Rig-A-Lite said they stopped making the mounts about ten years ago, and they were not designed to be used on a crane boom, only for stationary use. The rubber mounts were probably used for too long of a period of time and failed to hold the floodlight due to deterioration. One of the rubber mounts looked very deteriorated. The engineer manager sent the MMS Inspector (Bernie Fink) a drawing of the mount, but said he could not find any specifics about the rubber mounts. The floodlight that fell was also hung on the boom in the same area where the main block is kept when it is not being used. The boom was in a very high position, at the point where the override for the boom stop would need to be used to go higher. With the boom in this position , the main block could have hit the floodlight if the operator had not adjusted the block. The crane operator said he did not think the main block hit the floodlight. Based on the condition of the materials that were holding the floodlights and the fact that the floodlights were removed and re-installed by a crane inspector in March, 2005, to change out the two top sections of the boom; it was obvious to the MMS inspector that at least one of the rubber shock mounts should have been changed out due to the corrosion of the nut and bolt that held the mount to the swivel,and also considering the deterioration that could be seen on the rubber which was probably worse that the corroded nut. Additionally, the outside ring that held the swivel in place on the other floodlight was not there. A nut and a bolt was used, which would eventually be worn into by the swivel, because the swivel was not properly installed. The crane mechanic, in the opinion of the inspector, did not do a good job in maintaining the materials used to hold the floodlight and should not have hung the floodlight in the same area that the main hoist normally hangs when not being used.",Root,,,
MR-BF5907AF73,1,Human Performance Error – Not aware of hazards: The pig launcher cap was not secured to prevent it from falling in the event of a manual handling mishap during re- installation.,Immediate,Hazard not Identified,"Mistake - Information Issue -too little, missing or inaccesible information",3
MR-BF5907AF73,2,Human Performance Error – Inattention to task: Personnel were collectively focused on the reinstallation of the pig launcher and did not thoroughly evaluate the severity of the risk involved.,Underlying,, Competency -  Lapse of Competency,3
MR-BF5907AF73,3,"Human Performance Error – Inattention to task: following the removal, and prior to re-installation, the sharp edges of the shaft of the pig launcher cap were not mitigated prior to performing the job, which would have shielded personnel from contact.",Root,, Competency -  Lapse of Competency,3
MR-F088ECE308,1,IE failed to properly secure fitting before applying,Immediate,,,
MR-F088ECE308,2,IE failed to properly secure fitting before applying,Underlying,,,
MR-F088ECE308,3,IE failed to properly secure fitting before applying,Root,,,
MR-9A62364182,1,Equipment Failure - Capacity of equipment exceeded: The the required bollard pull.,Immediate,Inadequate Control Measures,,15
MR-9A62364182,2,Equipment Failure - Capacity of equipment exceeded: The the required bollard pull.,Underlying,Inadequate Control Measures,,15
MR-9A62364182,3,Equipment Failure - Capacity of equipment exceeded: The the required bollard pull.,Root,Inadequate Control Measures,,15
MR-D987632624,1,Human Error Operator failed to properly torque the drill pipe connection,Immediate,,,
MR-D987632624,2,"Human Error. Drill crew failed to torque and verify the torque of the connection. Movement of the rig between the safe zone and well center, and underlying sea currents, provided the force required to unscrew the drill string",Underlying,,,
MR-D987632624,3,Human Error Operator failed to properly torque the drill pipe connection,Root,,,
MR-46EED0583D,1,"IP was involved in task and was told by supervisor to only observe. ­ IP placed his hand on screen carrier. ­ As block was being raised, IP continued to hold onto screen carrier which struck top drive torque tube. ­",Immediate,,,
MR-46EED0583D,2,Stop work authority was not utilized by casing crew or rig floor personnel after repeated warnings to the IP for improper hand placement during casing operations. Company represenitive and rig crew were unaware that Driller was unaware of position of IP.,Underlying,,,
MR-46EED0583D,3,"IP was involved in task and was told by supervisor to only observe. ­ IP placed his hand on screen carrier. ­ As block was being raised, IP continued to hold onto screen carrier which struck top drive torque tube. ­",Root,,,
MR-5FCC8AB79F,1,"A union connecting the oil meter for the Test Seperator failed to result in the line to part, allowing gas and condensate to be released into the atmosphere. The escaping gas and condensate contacted the Heater Treater burner and ignited.",Immediate,,,
MR-5FCC8AB79F,2,"Subsequent investigation revealed the union end that failed showed evidence of insufficient thread contact prior to failure. Preliminary measurements of the meter showed a thread length of 1 1\16"" and the length of thread engagement of the meter at the good end was 9/16"" while at the failed end it was slightly less than 3/16"". This indicates insufficient thread contact. Where the piping came apart, there was only 3 threads of the meter into the union. On a 2"" screwed fitting the make-up should be a minimum of 5/8""(about 6 threads).",Underlying,,,
MR-5FCC8AB79F,3,"It should be noted that this meter is changed or swapped out every month. Changing the meter monthly in all likelihood caused the threads on the union to become worn out over a period of time. Also, depending on the amount of times the union was removed and reapplied to the meter, and how tight it was reapplied, the throat of the union could have been flared causing the meter to fit improperly. When 1100 psi was applied to the line, the pressure caused the meter to pull from the union and the line to seperate causing the gas to be released into the atmosphere.",Root,,,
MR-1267817FB1,1,Human Performance Error: Not aware of hazards. The IP climbed up onto the wireline ram preventor to unlatch the D-ring from crane hook without identifying associated hazards.,Immediate,Hazard not Identified,"Mistake - Information Issue -too little, missing or inaccesible information",15
MR-1267817FB1,2,"Management Systems: Inadequate hazard analysis. The JSEA was insufficient. Accu-Line’s JSEA required a designated signal man and to maintaining communications verbal or radio with the crane operator however, these measures were",Underlying,Hazard not Identified,,8
MR-40D9CE105E,1,Lessee and Subcontractor failure to follow Confined Space Entry Plan.,Immediate,,,
MR-40D9CE105E,2,Failure to conduct Tri-Gas testing and continuous monitoring.,Underlying,,,
MR-40D9CE105E,3,Crew member making entry into vessel without permit.,Root,,,
MR-0D7DD27DF5,1,"The Crane Mechanics used fuel gas instead of air for AAG, resulting in the fuel gas being ignited from sparks during the hot work operation.",Immediate,,,3
MR-0D7DD27DF5,2,The Operator did not properly walk out the job with the Crane Mechanics.,Underlying,,,
MR-0D7DD27DF5,3,"The JSA was not properly planned, since it did not identify the proper air connections, the fuel gas line was not marked, properly isolated and rendered inert before performing the hot work operation.",Root,,,
MR-622212BDDA,1,The crane operator failed to track the position of the,Immediate,,,
MR-622212BDDA,2,The anti-two block system failed to function properly.,Underlying,,,
MR-622212BDDA,3,ball on the fast line. The flagman was in the process of repositioning himself and was not watching the operation.,Root,,,
MR-8A9C41C03E,1,a. Platform was shut-in for extended period of time. b. Sump tank being flooded with iron sulfate particals contaminated with liquid hydrocarbons. c. Sump system water section agitation due to,Immediate,,,
MR-8A9C41C03E,2,a. Operators failed to take shake outs before b. Operators did not shut in the P/F or close discharge water had become questionable.,Underlying,,,
MR-8A9C41C03E,3,a. Platform was shut-in for extended period of time. b. Sump tank being flooded with iron sulfate particals contaminated with liquid hydrocarbons. c. Sump system water section agitation due to,Root,,,
MR-095AD5D787,1,Excessive Scale buildup in the discharge line caused the pump to become over pressured and ultimately fail at the inspection glass.,Immediate,,,3
MR-095AD5D787,2,"Poor Equipment Design: Equipment isn't designed with any safety features to prevent over pressuring, (Pressure Relief Valves, Rupture Disk, Pressure Sensors, etc.). In addition, the equipment doesn't have any pressure or temperature gauges installed to assist crew members when inspecting or troubleshooting the system.",Underlying,,,
MR-095AD5D787,3,"Body Placement: In order to see through the inspection glass, operator must place his/her body in the line of fire.",Root,,,
MR-77D5A5EDC1,1,"Poor Body Placement: Although Pinch Points were Analysis, the employee failed to recognize that his area.",Immediate,,,
MR-84EA3B76B2,1,Failure to shut-in well A5 prior to commencing hot work.,Immediate,,,
MR-84EA3B76B2,2,Well A5 had a leaking diaghram in its SSV which allowed gas to be ignited.,Underlying,,,
MR-84EA3B76B2,3,Lack of Communication: The cutting crew and Company Representative failed to communicate with the Production Operator to ensure well A5 was shut-in.,Root,,,
MR-E78F775ED4,1,Equipment Failure: Inoperable equipment or safety devices - The SCSSV rod piston seals leaked.,Immediate,,,15
MR-E78F775ED4,2,N/A,Underlying,,,
MR-E78F775ED4,3,Equipment Failure: Inoperable equipment or safety devices - The SCSSV rod piston seals leaked.,Root,,,15
MR-F985404F38,1,"The buildup of reservoir shut-in pressure caused the pump through plugs set at 12,820ft WLM and 12,821ft WLM in SS to fail allowing reservoir shut-in pressure/gas and oil to enter the deteriorated SS.",Immediate,,,
MR-F985404F38,2,The deteriorated SS allowed reservoir shut-in pressure/gas and oil to enter the production 7 5/8 inch casing.,Underlying,,,
MR-F985404F38,3,A leak in the 7 5/8 inch production casing between 500ft WLM and 3500ft WLM allowed reservoir shut-in pressure/gas and oil to build in the 7 5/8 inch and 10 3/4 inch annular.,Root,,,
MR-1377723F20,1,"Large Hurricane Ike forces acted on the wellhead flange studs, causing the studs to stretch beyond their elastic limit. This resulted in loss of seal integrity of the tree flange connections.",Immediate,,,3
MR-FA0E84A6A5,1,Preliminary review of the incident indicates the oil leaked overboard due to the crack located in the fire tube at the face plate penetration's sealed weld.,Immediate,,,
MR-FA0E84A6A5,2,Preliminary review of the incident indicates fatigue have contributed to the crack.,Underlying,,,
MR-FA0E84A6A5,3,Preliminary review of the incident indicates the oil leaked overboard due to the crack located in the fire tube at the face plate penetration's sealed weld.,Root,,,
MR-A5FC5FCE5E,1,"Probable cause was the crane arm traveling too far due to a possible broken secondary travel limit switch (STLS), the primary travel limit switch (PTLS) being intentionally bypassed and unintentionally moving due to a control panel malfunction. After the incident, technicians from the crane manufacturer, Le Tourneau Technologies Inc. (LTI), were dispatched to survey the crane damage and inspect limit/control devices. During inspection of the port bow crane, LTI technicians found the primary causes to be the following: The PTLS was in the bypass position. Interviews conducted immediately following the incident indicated that the primary limit switch was placed in bypass to provide access to the leg mounted raw water well on the bowleg, so installation of the water well was completed prior to beginning the installation of the boat tie-up ropes on the bowleg, but the primary limit switch was never reset. If the PTLS was operational, the PTLS would have stopped the electric motor and set the hoist brake.",Immediate,,,
MR-7185C38ED6,1,"Rolls Royce, DNV, and SBMA each performed forensic engineering studies to identify the root cause of the incident.",Immediate,,,
MR-7185C38ED6,2,Rolls Royce performed internal re-analysis.,Underlying,,,
MR-7185C38ED6,3,DNV performed a fitness report of original design which showed full thickness overstresses in windlass frame.,Root,,,
MR-CCA4644FC7,1,"The right side pendant line fell outside the frame of a bolt of the heel section, causing the boom to twist lowering the boom.",Immediate,,,
MR-CCA4644FC7,2,the boom allowing it to snap on as the crane operator was,Underlying,,,
MR-CCA4644FC7,3,Lack of Awareness: Crane operator and rigger / signal man failed to recognize that the pendant line on the right side was outside,Root,,,
MR-C350609AFC,1,Contractor did not follow JSA in place for opening and closing overboard discharge valves.,Immediate,,,
MR-C350609AFC,2,Piping layout design did have an isolation valve barrier against accidental discharge of mud into for Diagram.,Underlying,,,
MR-C350609AFC,3,Contractor did not follow JSA in place for opening and closing overboard discharge valves.,Root,,,
MR-7902EAA81E,1,"Human error, the IP failed to recognize the hazards of holding a caulk gun and lost his footing.",Immediate,,,
MR-7902EAA81E,2,The IP failed to recognize the hazards of descending a descending a ladder while ladder while holding a caulk gun and lost his footing. Landed on pad eye which was,Underlying,,,
MR-7902EAA81E,3,"Human error, the IP failed to recognize the hazards of holding a caulk gun and lost his footing.",Root,,,
MR-41B9B8EF34,1,Poor Hand and body placement by the diver on the,Immediate,,,
MR-B3AD0B3EFA,1,"The 26"" drive pipe casing patch became weakened from the cyclic loading of the CT injector, BOP stack, and the coil. The weight of the system was overrated for the patch job and the patch failed. In addition, after washing thru the perforations @ 12,302'-12,334' MD with C/T, the well kicked letting a gas influx into the 2.875"" TBG, which traveled to surface where holes in the tubing developed from corrosion, which in turn exposed the",Immediate,,,
MR-B3AD0B3EFA,2,"The 26"" drive pipe had not been repaired correctly.",Underlying,,,
MR-B3AD0B3EFA,3,"The 26"" drive pipe casing patch became weakened from the cyclic loading of the CT injector, BOP stack, and the coil. The weight of the system was overrated for the patch job and the patch failed. In addition, after washing thru the perforations @ 12,302'-12,334' MD with C/T, the well kicked letting a gas influx into the 2.875"" TBG, which traveled to surface where holes in the tubing developed from corrosion, which in turn exposed the",Root,,,
MR-DC4BC2DE35,1,"Pipeline pump packing nut backed off of packing, allowing oil to spray some 30 feet. During that process, oil contacted the hot exhaust system of the other pipeline pump causing it to ignite. ""Wrap around"" insulation blankets were being utilized on both of the gas driven pipeline pump engines, instead of a rigid/ sealed type insulation that provides a better form of protection.",Immediate,,,
MR-DC4BC2DE35,2,"The hatch/ cover on the pipeline pump packing rod box was not secured with nuts and bolts as it was originally designed. This in turn allowed the velocity of the leak to push the hatch/ cover open and spray oil all over equipment and engines. If hatch/ cover would have been properly secured, the leak could have (should have) been contained in the packing box which drains directly to the skid.",Underlying,,,
MR-541F35DCD3,1,Human Error: The hot fueling process was unsafe for the following reasons:,Immediate,,,3
MR-541F35DCD3,2,The N2 Unit was not attended during the entire hot refueling process.,Underlying,,,
MR-541F35DCD3,3,The 400 HP engine running at 1800 RPMs were used to run the pumps that fed the refueling hose.,Root,,,
MR-EA88A8AFAE,1,"The malfunctioned PSV allowed the pressure to relieve hose, resulting in ESD by the platform Operator.",Immediate,,,
MR-EA88A8AFAE,2,Unknown malfunctioning of the PSV.,Underlying,,,
MR-EA88A8AFAE,3,"The malfunctioned PSV allowed the pressure to relieve hose, resulting in ESD by the platform Operator.",Root,,,
MR-3E1B346961,1,Incorrect valve position on the piping used to fill from the mud mix line into the cement unit's piping,Immediate,,,
MR-3E1B346961,2,The valve that allowed mud to enter was left in the the casing allowed mud to enter that was being flushed. open position from a previous job. The valve was not put back into its previous closed position.,Underlying,,,
MR-3E1B346961,3,Incorrect valve position on the piping used to fill from the mud mix line into the cement unit's piping,Root,,,
MR-2B8915895B,1,"Human Performance Error: Not following directions listed in the Hot Work Permit. The Hot Work Permit asked if, combustible and flammable materials have been removed or covered with fire-retardant blankets in good condition and sparks associated with grinding or welding have been evaluated and contained utilizing metal shields, flame resistant guards or shields. The answers are checked off yes. If adequate barriers would have been provided for the thief hatch and the sparks contained, the threat of a fire would have been mitigated to low or no risk.",Immediate,Control Measures Not Implemented,Violation - Situational Violation,15
MR-2B8915895B,2,"Human Performance Error: Not follow directions of the Lockout /Tagout Procedure. No blind skillets were installed and the inlet and outlet valves were not locked and tagged on the ABJ-310 Dry Oil Tank. The following itemized bullets include, but do not limit, additional contributing/causal factors of the incident:",Underlying,Control Measures Not Implemented,Violation - Situational Violation,3
MR-2B8915895B,3,"During the interview process, it was determined that gas detector readings were taken near the Water Injection Pump where welding operations were taking place but had not been taken prior to hot work commencing and/or during the hot work operation near the thief hatch on the ABJ-310 Dry Oil Tank.",Root,,,
MR-95D3A0DF89,1,"Improper seal of the telescopic slip joint resulted from the lack of hydraulic supply pressure, causing the undesirable loss of RSBM into the GOM. Further investigation revealed that the hydraulic supply block valve #37.5, used to energize the telescopic slip joint and diverter system, was inadvertently left closed following recent maintenance operations. As the system pressure bled off there was inadequate pressure to seal the slip joint packer and flow line seal, resulting in the aforementioned release.",Immediate,,,
MR-95D3A0DF89,2,"Due to the Drilling Team's (DT's) failure to follow required startup procedures following maintenance operations, hydraulic supply valve # 37.5 was closed resulting in no hydraulic supply to the accumulator bottle system that supplies high volume pressure to the diverter and telescopic slip joint systems. Furthermore, the diverter accumulator pressure high/low alarm failed to operate, as designed, possibly preventing earlier discovery of the RSBM leakage.",Underlying,,,
MR-95D3A0DF89,3,"Improper seal of the telescopic slip joint resulted from the lack of hydraulic supply pressure, causing the undesirable loss of RSBM into the GOM. Further investigation revealed that the hydraulic supply block valve #37.5, used to energize the telescopic slip joint and diverter system, was inadvertently left closed following recent maintenance operations. As the system pressure bled off there was inadequate pressure to seal the slip joint packer and flow line seal, resulting in the aforementioned release.",Root,,,
MR-9CA6336D23,1,Equipment failure – flawed design of the storage rack,Immediate,Inadequate Control Measures,,15
MR-9CA6336D23,2,Human Performance Error – 2E and the IP were not aware pipe,Underlying,,"Mistake - Information Issue -too little, missing or inaccesible information",3
MR-9CA6336D23,3,Management system – Inadequate hazard analysis,Root,Hazard not Identified,,8
MR-FE6D8725C0,1,"The fire tube failure was due to pit corrosion, which was caused/ accelerated due to the liquid surrounding the fire tube having a low potential of hydrogen due to the vessel being subjected to frequent high dosage batch treatments with acid.",Immediate,,,
MR-FE6D8725C0,2,BEEOO's failure to inspect the fire,Underlying,,,
MR-FE6D8725C0,3,"The fire tube failure was due to pit corrosion, which was caused/ accelerated due to the liquid surrounding the fire tube having a low potential of hydrogen due to the vessel being subjected to frequent high dosage batch treatments with acid.",Root,,,
MR-66323D4481,1,"In an attempt to restart the compressor, the Operators drained condensate out of the 1st Stage Suction Scrubber ""MBF-1180-B"" into the compressor skid. This may have caused a static charge ignition to the condensate in the skid which resulted in a secondary fire to the CLX cable trays networked throughout the facility.",Immediate,,,
MR-66323D4481,2,"Although the Fire Team was able to suppress the skid fire with the firewater system, they were unable to control the rapidly expanding secondary fire with the water system due to reignition in the trays. CLX cables are coated with a petroleum based hard plastic cover and are used extensively on platforms in OCS waters for electrical applications. The fire was eventually subdued and BC fire suppressants.",Underlying,,,
MR-EAD879EE13,1,Human Performance Error: BSEE has determined the probable cause of the incident was due to the LPRO pulling his end of the drill pipe ahead of the UPRO that caused the top of the stand of drill pipe to get under the elevators as the traveling block was coming down. H&P addressed this issue in their updated Job By Design Template.,Immediate,,,3
MR-EAD879EE13,2,Human Performance Error: This was only the second time that LPRO operated the H&P 406 pipe racker and has been working on the rig for only 8 months performing other non- pipe handling duties.,Underlying,,,3
MR-EAD879EE13,3,Management Systems:  Inadequate Job Safety Analysis (JSA) – the JSA failed to identify potential hazards of impact between the elevators with a stand of drill pipe in the when it is traveling down while a stand of drill pipe is simultaneously being removed from the fingerboard with the pipe racker. H&P will update the JSA to address the hazards of a stand of drill pipe contacting the elevators while tripping in the hole. The JSA did not include information related to inexperienced employees.  Inadequate Job By Design (JBD) Template – the JBD Template used before the incident failed to alert that “When pulling stands from any/all rows wait till block is below finger board to bring stand out of finger row.” H&P corrective actions stated in the updated JBD Template will now require that the stand of drill pipe to stay in the slot until the block is lowered below finger board before bringing out next stand of drill pipe out for running in the hole.,Root,Inadequate Control Measures,,8
MR-7FB3A6EB95,1,It was not identified that when the ACS stopped the traveling block in the auto driller mode that the auto driller program would continue to count.,Immediate,,,
MR-7FB3A6EB95,2,A design in the software program.,Underlying,,,
MR-7FB3A6EB95,3,It was not identified that when the ACS stopped the traveling block in the auto driller mode that the auto driller program would continue to count.,Root,,,
MR-810CCED8D3,1,Equipment Failure: Inoperable equipment or safety Scrubber failed to shut in the platform on a high,Immediate,,,15
MR-810CCED8D3,2,Equipment Failure: Inoperable equipment or safety level float failed to operate due to a mechanical,Underlying,,,15
MR-810CCED8D3,3,"Human Performance Error: Fatigue - OP2’s witness fatigued.” The operator should have called a stop rested. devices - The LSH on the Vent fluid level. devices - The Water Skimmer liquid defect. statement said he was “extremely work, left the platform shut in, and",Root,,Mistake - Stress Level Issue,3
MR-BEE3812A7B,1,The probable cause was human error. The blank was not returned to the transfer/overboard line after finishing the previous job of dumping water from the reserve tank and the gate valve at the end of the overboard line was also left open.,Immediate,,,
MR-BEE3812A7B,2,"The procedure for filtering brine, for lining up lines, and monitoring pits were not followed.",Underlying,,,
MR-BEE3812A7B,3,The procedure that requires removal of the blank on the transfer (overboard) line did not include the replacement of the blank at the completion of the procedure.,Root,,,
MR-BC257DE821,1,The placement of the welding electrode assembly into the welding rod box and electrically energizing the S-climber and associated support ropes caused this incident. The welding rod electrode assembly has a small hole in the protective plastic coating. A screw recessed in this hole holds the electrode assembly together. The welding electrode assembly was stowed in the metal box containing welding rods unknowingly in a position that allowed a rod tip to make contact with the unshielded electrode assembly screw. This provided the path necessary for the electrical current to flow from the electrode assembly throughout the S-climber system eventually heating the wire rope supports and igniting the nylon sling.,Immediate,,,
MR-BC257DE821,2,"Improper rigging of the S-climber equipment contributed to the severity of this incident. Contract representatives failed to use the best available technology (BAT) in reference to rigging the S-climber for welding operations from a suspended stage. The S-climber manufacturer provided relevant and precise recommendations specifically tailored for welding operations from the S-climber unit. However, the contractor chose to utilize the nylon sling to a wire rope anchor connection instead of following the manufacturer's recommendation to use a wire rope insulator assembly. Furthermore, the S-climber operator manual includes a recommendation for using arc guards, in addition to the wire rope insulator assembly, for an added level of protection against accidently contacting the S-climber unit or associated wire rope supports with a welding rod.",Underlying,,,
MR-BC257DE821,3,The placement of the welding electrode assembly into the welding rod box and electrically energizing the S-climber and associated support ropes caused this incident. The welding rod electrode assembly has a small hole in the protective plastic coating. A screw recessed in this hole holds the electrode assembly together. The welding electrode assembly was stowed in the metal box containing welding rods unknowingly in a position that allowed a rod tip to make contact with the unshielded electrode assembly screw. This provided the path necessary for the electrical current to flow from the electrode assembly throughout the S-climber system eventually heating the wire rope supports and igniting the nylon sling.,Root,,,
MR-F09F703FE8,1,Inadequate length of drill line was spooled on the drum and this did not allow the block to reach the drill floor once the derrick was all the way scoped out.,Immediate,,,
MR-F09F703FE8,2,JSA did not identify hazards & mitigations for spooling drill line inside draw works.,Underlying,,,
MR-C06488C418,1,Human Performance Error-Not following proper procedure: The MGP maintenance crew assumed the mooring chain was in the lock position upon completion. The MGP maintenance crew did not visually observe the chain in a lock position resulting of the mooring chain payout outboard.,Immediate,,,
MR-C06488C418,2,Equipment Failure- Flawed equipment design or construction: The mooring line’s design did not have proximity switches and programmed interlocks to confirm SCHU stoppers are fully extended.,Underlying,Inadequate Control Measures,,15
MR-C06488C418,3,Human Performance Error-Not following proper procedure: The MGP maintenance crew assumed the mooring chain was in the lock position upon completion. The MGP maintenance crew did not visually observe the chain in a lock position resulting of the mooring chain payout outboard.,Root,,,
MR-1431DEA19D,1,"The high angle kick-out or boom hoist high limiter on adjusted all the way in, rendering this safety device",Immediate,,,3
MR-1431DEA19D,2,the crane body was found to be non-operational. Both Crane Operators (day and night) initialed the Daily/Pre-Use Crane Inspection form verifying the high angle boom kick-out was checked for proper operation from 1-7-15 thru 1-13-15. NOTE: The form states Initial = OK and No = Discrepancy.,Underlying,,,
MR-1431DEA19D,3,"The high angle kick-out or boom hoist high limiter on adjusted all the way in, rendering this safety device",Root,,,
MR-DF92CC9ABE,1,"Lessee failed to properly barricade an access hatch way on the top deck of the ""G"" platform while preparing the platform for removal. Slings that were to be used to lift the platform were attached to the structural pad eyes in preparation of lifting the platform. Also, lighting was at a minimal since the only lights were the ones installed on the crane boom of the derrick barge. The crane had to be repositioned and while doing so the lights were directed away from the platform.",Immediate,,,
MR-DF92CC9ABE,2,Failure to properly communicate the lifting and transferring personnel.,Underlying,,,
MR-DF92CC9ABE,3,"Lessee failed to properly barricade an access hatch way on the top deck of the ""G"" platform while preparing the platform for removal. Slings that were to be used to lift the platform were attached to the structural pad eyes in preparation of lifting the platform. Also, lighting was at a minimal since the only lights were the ones installed on the crane boom of the derrick barge. The crane had to be repositioned and while doing so the lights were directed away from the platform.",Root,,,
MR-D4F1F004BD,1,Lack of supervision of the two Roustabouts who did not understand the job they were assigned to complete.,Immediate,,,
MR-5703306589,1,"The IP moved from a safe location to a location too was lifted from the deck, it shifted pinning the IP restricted work. close to the load. Once the load against the emergency generator enclosure.",Immediate,,,
MR-5703306589,2,The IP was not involved with the lift and was,Underlying,,,
MR-5703306589,3,The IP redirected his attention away from the turned his back to the load.,Root,,,
MR-8369FC6B79,1,Equipment Failure: Inadequate/improper tools or equipment used.,Immediate,Inadequate Control Measures,,15
MR-8369FC6B79,2,Human Performance Error: Not following proper procedures – IP used a 2-handed tool with one hand.,Underlying,Control Measures Not Implemented,Violation - Situational Violation,3
MR-8369FC6B79,3,Human Performance Error: Rushing to get job completed.,Root,,Mistake - Stress Level Issue,3
MR-CA45A73E8A,1,The cause of the incident: {Whip line parted),Immediate,,,
MR-CA45A73E8A,2,Human error (Failed to follow load chart) •,Underlying,,,
MR-CA45A73E8A,3,Excessive weight on whip line.,Root,,,
MR-187B12B4E9,1,"Investigation found the right bank turbo charger had failed, allowing the engine oil to be injected into the air intake causing the diesel engine to over-speed.",Immediate,,,3
MR-187B12B4E9,2,The engine continued to run after right bank intake closed hard enough allowing air to continue to feed the,Underlying,,,
MR-187B12B4E9,3,"Investigation found the right bank turbo charger had failed, allowing the engine oil to be injected into the air intake causing the diesel engine to over-speed.",Root,,,
MR-3F275BD902,1,"Soot and or other contaminates were allowed to build up on certain electrical components of the Hercules 253 Jackup rig's SCR panel. This buildup of contaminates allowed an electrical arc to occur, causing severe damage and fire in the SCR room.",Immediate,,,
MR-3F275BD902,2,"A contributing cause to the incident is the lack of a proper inspection and maintenance program for electrical components in the SCR Room. According to Hercules personnel, a maintenance program that includes the inspection and cleaning of the main busbars on a yearly basis would have prevented the incident.",Underlying,,,
MR-3F275BD902,3,"Soot and or other contaminates were allowed to build up on certain electrical components of the Hercules 253 Jackup rig's SCR panel. This buildup of contaminates allowed an electrical arc to occur, causing severe damage and fire in the SCR room.",Root,,,
MR-D642572F0A,1,The IP failed recognize the fall/trip hazard while attempting to exit the firewater pump skid. The skid is painted to identify the 17 inch the skid.,Immediate,,,
MR-D642572F0A,2,The IP failed recognize the fall/trip hazard while attempting to exit the firewater pump skid. The skid is painted to identify the 17 inch the skid.,Underlying,,,
