Incident Number,incident Title,Incident Classificatioin,Date of Incident,Time of Incident,Date of Report,Site,Area,Unit,Detail,Work Group,Description,Incident Type A,Incident Type B,Incident Type C,Incident Type D,Investigation leader - Name,Investigation leader - Position,Incident Classified by - Name,Incident Classified by - Position,Investigation Acceptor/Approver (Owner) - Name,Investigation Acceptor/Approver (Owner)- Position,Approval Date,Close out Approval - Name,Close out Approval - Position,Close out Date,What happened?  ,What was the outcome?,Incident Classification,What was the worst outcome that could reasonably be expected to have happened?,Health & Safety Incident - Classification,Health & Safety - Risk Score,Health & Safety  - Consequence,Health & Safety - Likelihood,Environment & Reputation - Incident Classification,Environment & Reputation - Risk Score,Environment & Reputation  - Consequence,Environment & Reputation - Likelihood,Financial Cost & Business - Incident Classification,Financial Cost & Business Interruption - Risk Score,Financial Cost & Business Interruption  - Consequence,Financial Cost & Business Interruption - Likelihood,How did the incident occur
NS-D784625649,,Incident,2023-11-16,15:15,2023-11-16,MC,657,,HELIX Q-4000,Maintenance,LIFTING,Loss Event,Environment & Reputation,Loss of Containment,,SYN-d7f417,Production Foreman,SYN-6b01d6,Operations Superintendent,SYN-0968c5,Marine Coordinator,2023-12-02,SYN-d6f368,Maintenance Supervisor,2024-03-09,"On November 16, 2023, a spill incident occurred onboard the Helix Q4000 semisubmersible
vessel while working for Shell Offshore Inc (SOI) at Mississippi Canyon (MC) 657. A
total of 57 barrels of SF Base fluid (Synthetic Oil Base Fluid) spilled in the Gulf of
Mexico (GOM) due to the standpipe gate valve and the bleed off valve being left in the
open position. Shell reported the incident to the Bureau of Safety and Environmental
Enforcement (BSEE) New Orleans District (NOD).
At approximately 14:30 hours, the Helix crew held a Job Safety Analysis (JSA) with all
personnel involved in the riser displacement operation. The 10.7 pounds per gallon
(ppg) Calcium Chloride (CaCL) was being displaced with 6.6 ppg SF Base fluid. Helix
crew members lined up Hex Pump 2 and relevant surface valves. The driller brought Hex
Pump 2 on line to begin displacement of the riser. Full returns were not achieved at
the return tank, and no pressure increase was observed on the pump display in the
driller’s shack. The driller shut down Hex Pump 2 and crew members were instructed to
verify the valve lineup. While walking the lines to verify the valve line up, it was
identified that the stand pipe gate valve and bleed off valve were inadvertently left
in the open position.
The crew immediately closed both valves and notified vessel and client leadership.
Crew members measured the pits to confirm the total amount of fluid discharged. A
Safety Stand-down was conducted with the Environmental, Health, and Safety (EHS)
Advisor and crew personnel to discuss events leading up to the valve line up and how
to avoid reoccurrence.
On November 17, 2023, BSEE initiated an investigation for the SF Base fluid spill
incident. The investigation consisted of phone and E-mail conversations with the SOI
representative on site. BSEE requested Material Safety Data Sheets (MSDS) for the
fluid that was spilled overboard, the procedures and JSAs for the job being performed
at the time of the incident, photos, and possible causes for the incident. During the
investigation, BSEE found that the stand pipe gate valve and bleed off valve were not
physically verified to be closed during the valve line up verification. The crew also
failed to use the task specific JSA for riser displacement.",Reported as a pollution release. Estimated property damage $216.,Incident,,Incident,8,D,2,,,C,,,,A,,
NS-6398EC078F,,,2023-11-23,17:00,2023-11-26,,6683,HERITAGE,,Drilling,LIFTING DEVICE,,,,,SYN-7953ee,Maintenance Supervisor,SYN-a58adf,Marine Coordinator,SYN-de5978,HSE Advisor,2024-01-02,SYN-9c1cc7,Operations Superintendent,2023-12-29,"The fundamental cause of the incident to Mr. was his statement that he
was not tied off at the time of the incident. Mr disconnected his fall
protection to crawl through the two W36 beams. After he came through the two w36
beams he noticed chain fall #1 no longer had tension in the chain. He immediately
bacame concerned that Mr. could be struck if the pipe shifted due to the
configuration of the chain falls {tension on chain fall #3 and slack on chain fall
#1). Mr moved into position to remove the slack in chain fall #1 and as Mr.
reached up to tie off his landyard to the beam that's when the pipe shifted and
caused him to be knocked from the pipe rack.",,,,,,,,,,,,,,,,
NS-986C937DFC,,,2023-11-25,18:25,2023-11-27,WD,105E,E,,Well Services,LIFTING,,,,,SYN-bbe333,Production Foreman,SYN-8e5de5,Operations Superintendent,SYN-d17c30,Operations Superintendent,2023-12-07,SYN-e449f9,Marine Coordinator,2024-01-11,"On November 25, 2023 at approximately 6:57 a.m., a flash fire occurred during
maintenance on a gas compressor engine at the West Delta (WD) Block 105 “E” platform,
owned and operated by Fieldwood Energy, LLC. (Fieldwood). The platform shut in as a
result of the fire; however, no injuries, pollution, or property damage occurred as a
result of the fire.","No injuries, polluton, or damage occurred.",,,,,,,,,,,,,,,"Sequence of Events:
On November 25, 2023 at approximately 0657 hours, a mechanic began troubleshooting the
compressor engine. The No. 6 left bank power cylinder was not firing on the
compressor. When the mechanic loosened and disconnected the secondary spark plug wire
from the coil, the cylinder caught fire. The mechanic immediately climbed down the
catwalk, activated the Emergency Shut Down (ESD) system, and grabbed a fire
extinguisher. The ESD automatically sounded the fire alarm. He then went back to the
compressor and extinguished the fire. No injuries, polluton, or damage occurred. The
platform remained shut in until a root cause analysis was performed.
On November 25, 2023 at 1056 hours, the incident was reported to BSEE.
On November 25, 2023 at 1718 hours, the BSEE Accident Investigator (AI) granted
permission to pressure up on the Fuel Gas Regulator to confirm a gasket leak. This
task was performed without cranking the compressor engine.
On November 27, 2023, the BSEE AI granted permission to make necessary repairs to the
compressor and bring the platform back on-line. The platform started back up without
incident.
BSEE Investigation:
On November 26, 2023, the BSEE AI received an email summarizing the incident. The AI
contacted the facility and requested photos from Fieldwood’s Health, Safety, and
Environment (HSE) Coordinator. The AI received photos of the compressor and fire
extinguisher, the make and model of the compressor, and the Job Safety Analysis (JSA).
BSEE received Fieldwood’s Root Cause Analysis (RCA).
BSEE concurs with Fieldwood’s RCA which indicated that the No. 6 left bank cylinder
head fuel injection line had gas leaking due to a failed gasket where the machined
flange bolts to the cylinder head. It was also found that the JSA was generic and the
list of “Potential Safety Hazards and Controls” was not specific to the task at hand.
There was no mention of a potential gas leak or ignition source. A hot work permit was
not utilized. A gas detector was not used to see if any gas may have been present
prior to introduction of an ignition source into a classified area.
The findings indicated that the cause of the gas leak was a cut gasket on the fuel
valve jumper line. BSEE verified this through photos from the incident. A broken
gasket allowed gas to release. When the mechanic removed a spark plug wire from an
ignition coil, a spark was introduced into a area where gas was present in explosive
quantities. A flash fire resulted. The BSEE AI confirmed that the compressor engine
had a low-tension ignition system.
BSEE found that Fieldwood’s response to fire was adequate and followed regulations.
The fire extinguisher was in working order and the inspection was up-to-date, the
location of the fire extinguisher was close enough to fight an incipient fire, and the
platform was properly shut down to prevent further escalation.
Conclusion:
The Fieldwood RCA and the BSEE AI concluded that the flash fire on the compressor
engine was caused by a cut gasket on the fuel valve jumper line, which allowed gas to
leak. When the mechanic disconnected the spark plug wire from the coil, the spark
ignited the gas, resulting in a flash fire. BSEE found the probable cause of the
incident to be that Fieldwood’s management systems inadequately identified hazards.
The JSA did not properly identify all hazards associated with the task. A gas detector
was NOT used to see if any gas might have been present prior to introducing an
ignition source into a classified area. A hot work permit was not utilized."
NS-265D15E95B,,Incident,2023-12-12,17:10,2023-12-15,VK,915,A (Marlin),,Maintenance,LIFTING,Loss Event,,,Gas/Vapour Release,SYN-2b8dcf,Production Foreman,SYN-240459,Maintenance Supervisor,SYN-e60bb0,Maintenance Supervisor,2024-01-07,SYN-833caa,Facility Engineer,2024-01-23,"On 12 December 2023, an incident occurred at Viosca Knoll (VK) 915, Platform A. VK-
915A (Marlin). (Marlin) is a Tension Leg Platform owned by Anadarko Petroleum
Corporation and operated by Occidental Petroleum. During the incident, a gas release
took place due to a 3/4 inch pipe nipple cracking and breaking. The release allowed gas
to escape from the Compressor #1 Suction Scrubber (MBF P630A-1). The event caused a
total platform shut in and platform muster. There were no injuries or significant
equipment damages associated with this event.","Although there was no injuries or significant equipment damage during this incident, there was potential for the gas that was released to contact the hot surfaces of the Compressor #1 which was within 10 feet and could have created a fire or explosion hazard due to the flammable nature of the gas that was released.",Incident,,Incident,8,D,2,,,,,,,A,,"SEQUENCE OF EVENTS:
On 12 December 2023, at approximately 1710 hours, the VK-915A platform control room
received a gas alarm on the Compressor #1. An Occidental Petroleum Control Room
Operator (CRO) immediately traveled to the Compressor #1 and witnessed the nipple on
the sight glass level bridle for the number one suction scrubber releasing gas. After
seeing the gas release, the CRO called the control room. The compressor #1 and the
platform were then shut in by the Emergency Shutdown System (ESD). Due to the gas alarm
sounding, there was a platform muster performed to account for all personnel. The
compressor and number one scrubber were then isolated, and the pressure was bled down.
The facility and compressor #1 were shut down for approximately thirty minutes while
the broken pipe nipple was removed and replaced with a new pipe nipple. After the
nipple was replaced, the facility was able to return to production.
BSEE INVESTIGATIONS:
On 13 December 2023 at 1508 hours, Anadarko submitted an incident report to the Bureau
of Safety and Environmental Enforcement (BSEE) notifying them that an incident
occurred at VK-915A. The report provided a description of the incident that had
occurred on 12 December 2023 which consisted of a gas release resulting in a complete
platform shut in and muster. The report provided photographs of the 3/4 inch nipple
that had broken, the scrubber it was attached to, as well as a Piping and
Instrumentation Drawing (P&ID) identifying where the release occurred. In addition to
the report and evidence provided by Anadarko, BSEE conducted an in-office
investigation as well as an on-site investigation at VK-915A on 18 February 2024. BSEE
inspectors took additional photographs of the incident location and affected
equipment. The Accident Investigator (AI) also requested evidence from Anadarko’s
mechanical integrity team during the investigation.
From the evidence provided by Anadarko’s mechanical integrity team on 18 February 2024,
it was determined that the 3/4 inch nipple had failed due to fatigue cracking. There
was no definitive explanation as to why the nipple had suffered fatigue cracking which
caused it to break, resulting in the gas release. However, there were multiple factors
that contributed to the nipple cracking. These possible causes are the over-tightening
of the nipple when it was originally installed over four years ago, the possibility of
the nipple slightly loosening and causing excessive vibration of the nipple, the
possibility of too much weight on the nipple from supporting the sight glass level
bridle, and the vibrations caused by the compressor #1 unit over an extended period of
time.
The gas release from the broken nipple was in a location that could have resulted in a
far worse incident. Although there was no injuries or significant equipment damage
during this incident, there was potential for the gas that was released to contact the
hot surfaces of the Compressor #1 which was within 10 feet and could have
created a fire or explosion hazard due to the flammable nature of the gas that was
released. Anadarko has stated that they will be submitting a Management of Change
(MOC) to install additional support to the Compressor #1 Suction Scrubber sight glass
level bridle that will lower the amount of weight and vibration placed on the nipple.
This should prevent fatigue cracking of the nipple in the future.
IN CONCLUSION:
On 12 December 2023, the platform operators were able to prevent the incident from
escalating into a more serious incident by responding to the gas alarm that sounded on
the Compressor, caused by the 3/4 inch nipple breaking on the Compressor #1 Suction
Scrubber and allowing gas to escape. The facility safety systems functioned as
designed. The gas detectors detected the gas release and alarmed personnel who were
then able to shut in the platform. As a result of the incident, Anadarko will be
submitting a MOC to add additional support to the suction scrubber sight glass level
bridle in efforts to reduce the weight placed on the replacement 3/4 inch nipple and
limit the amount of vibration on the nipple from the compressor #1 unit. By
implementing these changes, Anadarko is taking measures to prevent similar incidents
from occurring again in the future."
NS-6D49C0270E,,,2023-12-20,08:00,2023-12-22,GC,158,A-Brutus TLP,,Maintenance,LIFTING,Loss Event,Health & Safety,Injury TLI,,SYN-787d4a,Production Foreman,SYN-ed52cb,Facility Engineer,SYN-6098f2,HSE Advisor,2024-02-04,SYN-c6ad6e,Maintenance Supervisor,2024-02-13,"At approximately 0800 hours on December 20, 2023, an injury occurred that required
evacuation on the Brutus TLP (Tension Leg Platform) at Green Canyon 158-A (GC 158A),
lease number OCS-G 07995. The Operator on record is EnVen Energy Ventures, LLC.
While setting up to pull cable on the Mezzanine Deck of the FCG (Flash Gas Compressor)
package, an I&E fitter injured his lower leg while attempting to step over a piping /
valve run that was not identified as a trip hazard to access cable in a cable tray.
The employee's pants leg snagged a pipe support bracket causing him to fall forward
striking a flange bolt resulting in an avulsion to his lower right leg. The employee
reported the incident to his supervisor and went to the on-site medic for evaluation.
EnVen transported him via Medivac to Terrebonne General Medical Center in Houma, La.
70363
BSEE arrived on location January 11, 2024 to begin the incident investigation. BSEE took
pictures and witness statements, reviewed documents and surveyed the incident site.",The incident resulted in a lost-time accident with more than 3 days lost. The facility was evacuated.,,,,,,,,,,,,,,,
NS-28BF8829E8,,Serious Incident,2023-12-25,10:15,2023-12-28,EI,330,C,,Maintenance,LIFTING DEVICE,Loss Event,,,,SYN-3845f4,Marine Coordinator,SYN-09dcb2,Production Foreman,SYN-1a8843,Marine Coordinator,2024-01-28,SYN-83e7dd,Production Foreman,2024-04-22,"Fifteen (15) pieces of 1 / 4 "" X 12 "" X 20 ' flat iron was lost overboard adjacent
to the EI 330, C platform on December 25, 2023. The flat iron lift was being made
from the M/V Ms. Jessica to the platform with nylon slings. As the lift approached
the platform top deck level, the center of gravity of the load shifted causing the
load to be un-level and off balance. Once the load became un-level and off balance,
the inner plates of flat iron began sliding through the nylon slings. The sliding
inner plates of the flat iron acted as a knife that sliced through the nylon slings.","Reported as a crane incident. Estimated property damage $3,720.",Serious Incident,,Serious Incident,20,D,5,,,,,,,A,,
NS-A5F4968976,,Serious Incident,2024-01-04,08:25,2024-01-08,ST,21,116,,Maintenance,,Loss Event,,,Combustion,SYN-f4c5d2,HSE Advisor,SYN-c9ff08,Maintenance Supervisor,SYN-1de844,Marine Coordinator,2024-01-19,SYN-5aeb7d,Marine Coordinator,2024-02-26,"On December 15, 2023, work was being performed on Platform #116. A pre job safety
meeting was held, JSA completed, the Hot-work permit was issued, and a gas detector
was used, finding no traces of gas at flanges. The well had been shut in since the
storm and the crew began there assigned task. Certain individuals were assigned to
break the nuts and remove a 2 inch ball valve for the gas lift line that penetrated
the cellar deck. The crew understood that the platform had been shut in since the
storm and confirmed that the check valve and block valve behind the 2 inch valve were
closed. The bolts had been broken and prior to having removed the valve, the crew
was stopped so that they could allow for the welder to cut the damage grating on the
production deck. This was above the two inch valve. A fire watch and a man with
the gas detector were posted on the cellar deck. As the grating was being cut,
escaping gas from the 2 inch valve ignited and was immediately extinguished with no
injury or damage.","As the grating was being cut, escaping gas from the 2 inch valve ignited and was immediately extinguished with no injury or damage.",Serious Incident,,Serious Incident,12,D,3,,,,,,,,,
NS-C42E981F87,,,2024-02-14,02:23,2024-02-15,GC,859,,ROWAN RESOLUTE,Maintenance,LIFTING DEVICE,Near Hit,,,,SYN-4de818,Facility Engineer,SYN-11b726,Maintenance Supervisor,SYN-744a43,Marine Coordinator,2024-03-14,SYN-e46003,HSE Advisor,2024-04-21,"On February 14, 2024 a Rowan Floorhand was evacuated from the drillship Rowan
Resolute while working for Anadarko Petroleum Corp in Green Canyon Block 859. The
Floorhand was injured while assisting on the rig floor with pulling the 5-7/8 inch
work string out of the hole (tripping out of the hole). Several stands into the
tripping operation, a rope holding the manual tongs out of the way broke and allowed
the tongs to swing forward and struck the Floorhand in the back. The Floorhand was
sent in on a medevac flight for evaluation.
While the drill floor crew was tripping pipe out of the hole, a hydraulic hose on the
hydra-tong ruptured and the drill floor crew opted to use manual tongs in order to
finish pulling out of the hole. After the manual tongs were suspended by a hoist
line, they were secured away from the rotary table by a half inch tie back rope. At
approximately 0223 hours the Driller was lowering the top drive to latch onto a stand
of pipe, but as the top drive was lowered, a clamp on the kelly hose caught the hoist
line and the manual tongs were hoisted higher into the air. When the Driller finally
stopped the top drive, the tie back rope broke and the tongs swung toward the rotary
table. At this time the Floorhand was standing in the permanent Red Zone between the
tongs and the rotary table, and was struck in his back by the tongs. The Injured
Person (IP) was loaded into a stokes litter and transported to the rig medics office.
He was medevac'd to be evaluated by a land based medical center where it was
determined that he had sustained a bruise, but did not have broken bones or internal
injuries.
Bureau of Safety and Environmental Enforcement (BSEE) Inspectors conducted an
inspection / investigation on February 14, 2024 and collected documentation for the
incident. It was determined based on incident statements that a Rig Specific
Operating Procedure (RSOP) was initiated prior to the pipe tripping operation, and it
was revised and updated once the rig floor crew swapped to the manual tongs.
However, this RSOP did not identify the possibility of the kelly hose clamp catching
the hoist cable and breaking the rope, and allowing the manual tongs to swing across
the rig floor. Also, the IP was standing in a permanent Red Zone facing away from a
suspended load on the drill floor while waiting for the top drive to descend. This
was poor body placement in relationship to the possible moving equipment, and put the
IP at risk of injury if/when the hold back rope broke. No other rig floor crew
member identified this poor body placement at the time of the incident, and when the
hold back rope broke, the IP was standing with his back to the suspended load and was
struck as the tongs traveled across the rig floor. Rowan has addressed these issues
thru discussing with crew members about stopping the job when there are changes to a
planned job to determine all risks involved and to discuss the hazards of the Red
Zones.","He was medevac'd to be evaluated by a land based medical center where it was determined that he had sustained a bruise, but did not have broken bones or internal injuries.",,,,,,,,,,,,,,,
NS-B5445D723F,,,2024-03-09,20:40,2024-03-10,GC,743,,T.O. DEVELOPMENT,Marine & Logistics,LIFTING DEVICE,Loss Event,Health & Safety,Injury TLI,,SYN-f406a8,Facility Engineer,SYN-755e1b,HSE Advisor,SYN-731fcc,Operations Superintendent,2024-04-25,SYN-159a34,Maintenance Supervisor,2024-04-19,"-
On March 9, 2024, a Floorhand was injured when his left leg was caught between the
ZBack Guide Arm (ZGA) and a handrail, while transporting drill pipe on the rig floor.
At the time of the incident, the rig was performing completion operations on BP's DC-
321 well, located in Green Canyon block 743. The Drill Crew had just finished
pressure testing the Blow Out Preventers (BOP) and was in the process of pulling
drill pipe out of the hole and storing them in the aft side fingerboards. Although
a written risk assessment was done prior to performing the job, crew members failed
to address the hazard associated with body positioning in relation to moving
equipment. The Floorhand, the Injured Party (IP), was in charge of running the Iron
Roughneck and the Assistant Driller (AD) was in charge of running the ZGA. The Iron
Roughneck is a piece of equipment used on the drill floor to screw or unscrew the
stands of drill pipe as it is being run into or pulled out of the hole. Once the
pipe has been disconnected, the ZGA is used to transport the drill pipe from well
center to the pipe racks to be stored.
After pulling 12 stands of drill pipe from the well, the aft pipe rack became full
and the crew had to reposition themselves to begin transfering pipe to the forward
side pipe rack. The IP positioned himself between the aft side pipe rack and the
ZGA. This position allowed the IP to stay out of the ZGA's way as it moved back and
forth, while maintaining good visuals of the Iron Roughneck and fingerboards of the
forward pipe rack.
The 13th stand of drill pipe was pulled from the well and transported to the forward
side pipe rack via the ZGA. As the AD placed the pipe into the pipe rack, the IP was
unscrewing stand 14 and ensuring the fingerboard latches were lowering into position
properly. While looking up at the fingerboards, the IP inadvertently placed his left
foot on the bottom rung of the handrail that guarded the ZGA. The handrail installed
around the ZGA was put into place to protect personnel from walking into the skid pan
located along the tracks of the ZGA. Although this served as a proper barricade for
the open hole, it failed to provide a sufficient barrier to prevent employees from
coming in contact with the moving equipment. As the ZGA was skidded back to well
center, the roller adjustment bolt located on the bottom of the ZGA came into contact
with the IP's boot and pulled his left foot and leg in between the ZGA and the
handrail.
The job was immediately stopped and the crew members assisted in removing the IP's
leg from in between the ZGA and the handrail. The work area was cleared for further
investigation and the IP was carried to the Medic's clinic on board the vessel for
evaluation. After consulting with onshore medical support, the decision was made to
dispatch a MEDEVAC helicopter to transport the IP onshore for further medical
treatment. It was later determined that the IP had sustained a laceration and
fracture to his lower left leg. He is expected to be out of work for approximately
eight weeks.",It was later determined that the IP had sustained a laceration and fracture to his lower left leg.,,,,,,,,,,,,,,,
NS-E04FE21029,,Very Serious Incident,2024-03-09,20:45,2024-03-12,DC,4,,T.O. DEEPWATER ASGARD,Marine & Logistics,LIFTING Rope socket,Loss Event,,,,SYN-f53fab,Marine Coordinator,SYN-bf3208,HSE Advisor,SYN-f5bce6,Production Foreman,2024-03-31,SYN-22e9db,Maintenance Supervisor,2024-04-06,"On March 9, 2024, Murphy E&P Company USA had a dropped object incident onboard
Transocean’s Deepwater Asgard Drillship while conducting well completion operations at
Desoto Canyon Block 4 Well No. 2. The incident involved a packer setting tool
detaching from the wireline rope socket causing the 162 lb packer-setting tool to free
fall approximately 40 ft to the rig floor below. There were no injuries; however,
there was damage to the drill floor. At
20:45 hours, Murphy reported the incident to the Bureau of Safety and Environmental
Enforcement (BSEE) New Orleans District.
Transocean’s Deepwater Asgard Drillship successfully landed out the tubing hanger in
the production tree on “Dalmatian” Desoto Canyon Block 4 Well No. 2. The crew then
rigged up for slickline operations and performed three successful runs.
The next step in the well program was to set a production packer using slickline to
isolate the well. The slickline crew made many unsuccessful attempts over the next two
days to set the production packer.
Based on BSEE onsite interviews and the Transocean lessons learned report, Murphy
decided to run a different style tubing packer to isolate the well. The new style plug
had to be run on Electric Line (E-line) which required the rig up and lubricator type
to be changed from slickline operations. The wireline crew isolated the well and
rigged down the slickline equipment. The wireline crew made all runs up to this point
using a slickline unit.
At 20:45 hours, the new style packer (E-line packer) and packer setting tool were
picked up and run downhole successfully. During this time, a crew change occurred. The
new crew successfully installed the packer in the hole. After setting the packer, the
E-line crew pulled the packer setting tool. The packer setting tool was pulled back to
surface and the tool was positioned inside the lubricator in preparation to layout the
tool.
Due to the change in the wireline rig up, the process to lay down the wireline tools
and equipment (i.e. lubricator) becomes more complicated. In the new operational rig
up, the travel block supported both the E-line (top) sheave and the winch. The Winch
operator controls the tension supporting/lifting the lubricator. The E-line (hoist)
operator controls the tension/ lifting force of the wireline (E-line) run through the
top sheave and connected to the packer setting tool. If the Winch operator slacks off
before the E-line operator, the lubricator weight will be set down on top of the tool
string. The new crew coming on tour did not recognize this hazard. Furthermore, the
crew did not discuss this hazard during the toolbox talk.
Prior to the incident, two floor hands went up in a workbasket to bleed off the well
pressure and detach the lubricator. The crew lifted the lubricator off the wireline
valves and positioned it for lowering to the floor. The plan was to lower the packer
setting tool and the lubricator to the floor at the same time.
The floor hands, drill shack personnel, the E-line operator, and the Winch operator
were in radio communication. During the rigging down operations and before the
incident, a breakdown in communication occurred. The Winch operator started slacking
off before the E-line operator. This caused the weight of the lubricator to set down on
the top of the packer setting tool which allowed the electric line to pull free from
the rope socket. The broken rope socket allowed the 162 lb packer setting tool (the
spear) to free fall 40 ft to the rig floor. There were no injuries and no major
structural damage; however, there was an indentation in the drill floor. The closest
person to the incident was 18 ft away.","There were no injuries and no major structural damage; however, there was an indentation in the drill floor.",Very Serious Incident,,Very Serious Incident,25,E,5,,,,,,,A,,
NS-2922813ADD,,Very Serious Incident,2024-03-13,22:25,2024-03-14,GC,640,,T.O. DISCOVERER,Drilling,LIFTING DEVICE,Loss Event,Health & Safety,Injury TLI,,SYN-f9a402,Marine Coordinator,SYN-32ef3f,Marine Coordinator,SYN-dfb44b,Operations Superintendent,2024-03-25,SYN-01c5ff,Maintenance Supervisor,2024-05-08,"On March 13, 2024, while running casing on Chevron’s PN010 well in Green Canyon 640,
an incident occurred onboard the Transocean Discoverer Inspiration in which an
employee was struck with a joint of 16“ casing. The incident occurred while the rig
crew was positioning a double joint of casing on the rig's forward conveyor system in
preparation for it to be trolleyed to the rig floor. The Injured Person (IP) was sent
onshore for further evaluation.
On the day of the incident, the rig was in the process of running roughly 5,000 feet
of 16” casing. The involved crew, consisting of two Roustabouts, a Banksman and a
Crane Operator, were lifting casing joints from the starboard side pipe deck onto the
rigs forward pipe conveyer system. The joints were placed onto a dunnage (casing
spacer), located on the conveyer systems belt, to elevate the casing in order to
release the rigging slings used for the lift. At around 22:30, after placing the
tenth (10th) double joint of casing onto the conveyer belt system, the top piece of
dunnage was knocked off by the casing joint being set down. The Banksman signaled
the Crane Operator to pick up on the load in order to reposition the dunnage. The
Crane Operator proceeded to lift the casing from the conveyer belt as directed from
the Banksman. Once Roustabout #1 correctly repositioned the dunnage, the load was
again lowered onto the conveyer belt. When the casing joint contacted the aft
dunnage, the casing joint began to shift. This caused the load to swing into the
direction of both Roustabout #1 and the Banksman. Roustabout #2, standing forward of
the conveyer track, noticed the load shifting and proceeded to duck. The Banksman
also recognized the casing’s movement and also ducked down. Roustabout #1 was struck
in the torso by the casing and forced over a 42” handrail, finally landing on the
rig’s riser yoke spreader bar stored directly beside the forward conveyer walkway.
The Banksman immediately pulled Roustabout #1 (IP) back to safety onto the conveyer
walkway. All rig crane operations were stopped and a rig wide safety stand down was
performed. The IP was evaluated by the rig medic and later sent onshore to a hospital
for further evaluation.
A Bureau of Safety and Environmental Enforcement (BSEE) onsite visit was performed on
March 21, 2024. Onsite interviews were conducted with the employee’s involved in the
incident including the Tool Pusher, the Crane Operator, and the Banksman. Roustabout
#1 and # 2 were not available when the interviews were conducted. While on location,
BSEE inspectors collected paperwork provided by Transocean and took pictures of the
area where the incident occurred.
An investigation by Transocean Offshore was conducted in the days following the
incident. It was determined that the crew preforming the task failed to recognize the
hazards involved when repositioning the dunnage’s in such close proximity to a
suspended load. Normally, rig personnel are not allowed within the area that the
incident took place once lifting operations have begun. It was also noted that the
Work Risk Assessment (WRA) performed by the crew prior to the casing lifting
operation failed to cover the repositioning of the dunnage on the conveyer system.
Since the incident, Transocean has redesigned the dunnage used on their conveyer belt
system for casing lifting operations. The new dunnage design consists of four pieces
of conveyer belt bolted together which prevents them from separating. Chevron and
Transocean have begun the process of reviewing all WRA’s involving tubular handling
operations. Transocean has also implemented new lifting requirements as stated in
their new Health and Safety Manual requiring additional control measures for tubular
lifting operations. With these changes, Transocean hopes to prevent further incidents
like this from occurring in the future.",The incident resulted in a lost-time accident with 1-3 days lost. Reported as a crane incident. The facility was evacuated.,Very Serious Incident,,Very Serious Incident,25,E,5,,,,,,,,,
NS-C161BF5798,,,2024-03-16,19:00,2024-03-17,BA,,B,,Maintenance,LIFTING DEVICE,Loss Event,Health & Safety,Injury TLI,,SYN-0d34de,HSE Advisor,SYN-1575c6,Production Foreman,SYN-70115f,Maintenance Supervisor,2024-04-04,SYN-c9b163,Marine Coordinator,2024-05-31,"On 16-MAR-2024 the Field Foreman at BA A133 platform 'B' attempted to move a
swiveling 1"" drain line below the surge separator. The Field Foreman's right bicep
detached, balling up toward his right shoulder. The Injured Pary (IP) was evacuated
and saw a doctor on 20-MAR-2024, diagnosed with a torn ligament. IP had surgery 28-
Feb-2014, and will be unable to work until 30-JUN-2024.
The investigation determined that injury was not due to unsafe practices or
equipment, and that moving the 1"" drain line was within the regular scope of work.",The incident resulted in a lost-time accident with more than 3 days lost. The facility was evacuated.,,,,,,,,,,,,,,,
NS-62754CBCB2,,,2024-04-30,17:30,2024-05-06,SM,130,A,,Marine & Logistics,LIFTING DEVICE,Near Hit,,,,SYN-85fc40,Maintenance Supervisor,SYN-3ce3e4,Production Foreman,SYN-d6dc49,Production Foreman,2024-05-26,SYN-50e2fb,Production Foreman,2024-06-20,"On April 30, 2024, at approximately 1730 hrs, a Lead Operator (LO) sustained a
break to his right arm just above his wrist during a pipeline pigging operation. All
valves leading to the pig launcher were closed/isolated, and the pig launcher was
depressurized in preparation for the pig's insertion. Subsequent to loading the pig
into the launcher/receiver, the pig prematurely ejected backwards striking the LO on
his right arm before he could remove his arm and securely close the trap door cover.
The LO was evacuated by helicopter and flown to the Houma Terrebonne General Hospital
for treatment. The LO was released to restricted work duty until May 18, 2024.","On April 30, 2024, at approximately 1730 hrs, a Lead Operator (LO) sustained a break to his right arm just above his wrist during a pipeline pigging operation.",,,,,,,,,,,,,,,
